card,card_type,ability,part,timing,attack_side,resolution,affects_self,affects_others,conditional,limit,surge_option,effect,pipelines,notes
AT-DP,DC,Charge Generators,1,attack:modifiers,attacker,prompt,TRUE,None,you have suffered fewer than 9 Damage,None,FALSE,"While attacking, if you have suffered fewer than 9 Damage, apply +1 Damage to the attack results and you may reroll 1 attack die",damage;reroll,None
AT-RT,DC,Mortar Launcher,1,end_of_round,None,prompt,TRUE,each figure on or adjacent to a chosen space within 3,a space within 3 spaces contains a hostile figure,None,FALSE,"At the end of the round, you may move up to 2 spaces. Then, choose a space within 3 spaces that contains a hostile figure and roll 1 red die. Each figure on or adjacent to that space suffers Damage equal to the Damage results",move;damage,None
AT-RT,DC,Vanguard,1,attack:modifiers,attacker,prompt,TRUE,None,attacking a figure within 3 spaces,None,FALSE,"While attacking a figure within 3 spaces, you may replace one die in your attack pool with 1 red die",None,None
AT-ST,DC,Targeting Computer,1,attack:rerolls,attacker,prompt,TRUE,None,None,None,FALSE,"While attacking, you may reroll 1 attack die",reroll,None
AT-ST,DC,Awkward,1,attack:on_declare,attacker,automatic,TRUE,None,None,None,FALSE,You cannot attack adjacent figures,None,None
Bantha Rider,DC,Wild Beast,1,attack:on_declare,attacker,prompt,TRUE,None,when you would perform an attack,once per activation and once per status phase,FALSE,"When you would perform an attack, you may perform a Special Action instead. Limit once per activation and once per status phase",None,Limit once per activation AND once per status phase [CHANGED 2026-06-21 IACP update — does not match printed text]
Bantha Rider,DC,Trample,1,special_action,None,prompt,FALSE,up to 3 adjacent hostile figures,None,None,FALSE,Choose up to 3 adjacent hostile figures and roll 1 red die. Each of those figures suffers Damage equal to the Damage results,damage,special action
Bantha Rider,DC,Stampede,1,during_activation,None,automatic,FALSE,each hostile figure in your space,you end your movement in spaces that contain other figures,None,FALSE,"When you end your movement in spaces that contain other figures, each hostile figure in your space suffers 1 Damage",damage,None
Baze Malbus,DC,Into the Fray,1,start_of_activation,None,automatic,TRUE,None,hostile figures with line of sight to you,None,FALSE,"At the start of your activation, gain 1 Surge Token for each hostile figure with line of sight to you. Then, gain 1 movement point",gain_mp,None
Baze Malbus,DC,Assault,1,during_activation,None,automatic,TRUE,None,None,None,FALSE,You can perform multiple attacks each activation,None,None
Baze Malbus,DC,Hold the Line,1,end_of_activation,None,automatic,TRUE,None,hostile figures with line of sight to you,None,FALSE,"At the end of your activation, gain 1 Block Token for each hostile figure with line of sight to you",None,None
BD-1,Companion DC,Damaged Scomplink,1,always,None,automatic,TRUE,None,None,None,FALSE,You are not counted for the purpose of control,None,None
BD-1,Companion DC,Stim Canister,1,special_action,None,prompt,FALSE,an adjacent friendly figure,an adjacent friendly figure,None,FALSE,An adjacent friendly figure recovers 2 Health,recover,special action
BD-1,Companion DC,Terminal Slicing,1,special_action,None,prompt,TRUE,None,an adjacent terminal,None,FALSE,Discard an adjacent terminal to draw 1 Command card,cc_draw,double action special
Bib Fortuna,DC,Bartered Information,1,special_action,None,prompt,FALSE,another friendly SCUM figure within 2,another friendly SCUM figure within 2,None,FALSE,"Choose another friendly SCUM figure within 2 spaces. Then, you may spend 1 VP to choose another such figure. Each chosen figure becomes Focused",vp,special action
Bib Fortuna,DC,Illicit Arms,1,attack:modifiers,attacker,prompt,TRUE,a friendly figure that is attacking,your army's affiliation is SCUM,once per attack,FALSE,"While a friendly figure is attacking, if your army's affiliation is SCUM, you may discard 1 Command card from your hand to apply +1 Damage to the attack results",cc_discard;damage,None
Biv Bodhrik,DC,Multi-Fire,1,special_action,None,prompt,FALSE,the attack targets,each attack must have a different target,None,FALSE,Perform 2 attacks. Each attack must have a different target. Apply -1 Damage to each attack's results,damage,special action
Bo-Katan Kryze,DC,Beskar Armor,1,after_deployment,self,automatic,TRUE,None,after this figure is deployed,None,FALSE,"After you are deployed, gain 2 Block Tokens",grantPowerTokens Block 2,Beskar Armor keyword replaces Personal Combat Shield + Defensive Fire; granted via post-deploy.js abilityId beskar_armor [CHANGED 2026-06-21 IACP update — does not match printed text]
Bo-Katan Kryze,DC,Dual-Wield Pistols,1,attack:after_resolves,attacker,prompt,TRUE,None,after resolving a Ranged attack,once per round,FALSE,"After resolving a Ranged attack, you may perform a Ranged attack without spending an action. Before performing this bonus Ranged attack, you gain 2 Block Tokens",grantPowerTokens Block 2,2-block grant before the bonus attack wired as dual_wield_block_bokatan [CHANGED 2026-06-21 IACP update — does not match printed text]
Bo-Katan Kryze,DC,Last Wielder of the Darksaber,1,start_of_round,None,prompt,TRUE,None,The Darksaber is attached to another of your groups,None,FALSE,"You may include The Darksaber in your army and attach it to this group during army building. At the start of the round, if The Darksaber is attached to one of your other groups, you may claim it (move the attachment onto this group)",attach_move,"Inclusion/initial-attach via extendsAttachmentEligibility (last_wielder_darksaber_bokatan, ability-library.json); start-of-round claim wired as last_wielder_claim_/last_wielder_skip_ (round.js _postLastWielderClaimPrompt + interrupts.js handleLastWielderDarksaber) [CHANGED 2026-06-21 IACP update]"
Boba Fett,DC,Wrist Cord,1,during_activation,None,prompt,TRUE,a chosen SMALL figure within 3 in line of sight,a SMALL figure within 3 spaces in your line of sight,once per round,FALSE,Spend 2 movement points to choose a SMALL figure within 3 spaces in your line of sight. Push the chosen figure up to 3 spaces into a space adjacent to you,push,None
Boba Fett,DC,Wrist Flamethrower,1,during_activation,None,prompt,FALSE,each other figure on or adjacent to a chosen space within 2,a space within 2 spaces,once per round,FALSE,"Spend 2 movement points to choose a space within 2 spaces. Each other figure on or adjacent to that space suffers 1 Damage and 1 Strain, then becomes Weakened",damage;strain;condition,None
Boba Fett,DC,EE-3 Carbine,1,attack:on_declare,attacker,prompt,TRUE,None,None,once per attack,FALSE,"When you declare an attack, you may spend 2 movement points to change one of your attack die to a red die",None,None
Bodhi Rook,DC,Smooth Landing,1,after_deployment,None,automatic,TRUE,you and each adjacent friendly figure,None,None,FALSE,"After Deployment, you and each adjacent friendly figure gains 1 movement point",gain_mp,None
Bodhi Rook,DC,Air Support,1,attack:modifiers,attacker,automatic,TRUE,a friendly figure that is attacking,a friendly figure spends a Power Token while attacking,None,FALSE,"When a friendly figure spends a Power Token while attacking, apply +2 Accuracy to the attack results",None,None
Bossk,DC,Indiscriminate Fire,1,special_action,None,prompt,FALSE,each other figure within 2 of the target space other than the defender,"after this attack resolves, it did not miss",None,FALSE,"Perform an attack. After this attack resolves, if it did not miss, choose 1 non-red attack die. Each other figure within 2 spaces of the target space other than the defender suffers Damage equal to the Damage results and Strain equal to the Surge results",damage;strain,special action
Bossk,DC,Regenerate,1,end_of_round,None,automatic,TRUE,None,None,None,FALSE,"At the end of each round, recover 2 Damage and discard all Harmful conditions",recover;condition,None
BT-1,DC,Missile Salvo,1,special_action,None,prompt,FALSE,the attack targets,different targets,once per die,FALSE,"Perform up to 3 Ranged attacks with different targets using 1 blue, 1 red, or 1 yellow die. Apply +3 accuracy to each of these attacks",None,special action
BT-1,DC,Assassin,1,attack:on_declare,attacker,automatic,TRUE,None,None,None,FALSE,"Before you declare an attack, become Focused",condition,None
C-3P0,DC,Inform,1,special_action,None,prompt,FALSE,an adjacent friendly figure,an adjacent friendly figure,None,FALSE,Choose an adjacent friendly figure. That figure becomes Focused,condition,special action
C-3P0,DC,Cower,1,attack:rerolls,defender,prompt,TRUE,None,while adjacent to a friendly figure,None,FALSE,"While defending, while adjacent to a friendly figure, you may reroll 1 defense die",reroll,None
C-3P0,DC,Distracting,1,attack:modifiers,defender,automatic,FALSE,a friendly figure that is defending,you are adjacent to the targeted space,None,FALSE,"While a friendly figure is defending, and you are adjacent to the targeted space, apply +1 Evade to the defense results",None,None
C-3P0,DC,Non-Combatant,1,attack:on_declare,attacker,automatic,TRUE,None,None,None,FALSE,You cannot attack,None,None
"C1-10P ""Chopper""",DC,Ram,1,special_action,None,prompt,FALSE,an adjacent figure,an adjacent figure,None,FALSE,"Move up to 2 spaces, then choose an adjacent figure. If that figure is hostile, roll 1 green die. It suffers Damage equal to the Damage results. Then, if that figure is SMALL, push it up to 1 space",move;damage;push,special action
"C1-10P ""Chopper""",DC,System Shock,1,special_action,None,prompt,FALSE,a figure on or adjacent to any terminal,while on or adjacent to a terminal,None,FALSE,Use while on or adjacent to a terminal. Choose a figure on or adjacent to any terminal. That figure suffers 2 Damage and 1 Strain,damage;strain,special action
Cad Bane,DC,Flawless Execution,1,attack:on_declare,attacker,prompt,TRUE,None,if you are already Focused,None,FALSE,"Before you declare an attack, you become Focused. If you are already Focused, you may gain 1 Power Token and add 1 attack die of any color to your attack pool instead of 1 green die",condition,None
Cad Bane,DC,I Make the Rules Now,1,start_of_activation,None,prompt,TRUE,a friendly HUNTER within 4,"another figure's activation, friendly HUNTER within 4 spaces",once per round,FALSE,"At the start of another figure's activation, a friendly HUNTER within 4 spaces may gain 1 movement point",gain_mp,None
Cal Kestis,DC,Wall Run,1,special_action,None,prompt,TRUE,None,None,None,FALSE,"Move a number of spaces up to your speed. During this movement, you may ignore terrain in spaces that share an edge or corner with a wall",move,special action
Cal Kestis,DC,Force Slow,1,start_of_round,None,prompt,FALSE,a hostile figure within 3,a hostile figure within 3 spaces,None,FALSE,"At the start of the round, choose a hostile figure within 3 spaces. That figure's group cannot be activated during its owner's next opportunity to resolve an activation",None,None
Captain Terro,DC,Flamethrower,1,special_action,None,prompt,FALSE,each other figure on or adjacent to a chosen space within 2,a space within 2 spaces,None,FALSE,"Choose a space within 2 spaces. Each other figure on or adjacent to that space suffers 1 Damage and 1 Strain, then becomes Weakened",damage;strain;condition,special action
Captain Terro,DC,Mounted,1,start_of_activation,None,automatic,TRUE,None,None,None,FALSE,"At the start of your activation, gain 3 movement points",gain_mp,None
Captain Terro,DC,Efficient Travel,1,during_activation,None,automatic,TRUE,None,None,None,FALSE,You ignore additional movement point costs for difficult terrain and hostile figures,None,None
Captain Terro,DC,Professional,1,attack:rerolls,attacker,prompt,TRUE,None,None,None,FALSE,"While attacking, you may reroll 1 attack die",reroll,None
Cara Dune,DC,Shock and Awe,1,attack:on_declare,attacker,prompt,TRUE,None,None,once per round,FALSE,You may replace 1 Yellow die in your attack pool with 1 Red die,reroll,None
Cara Dune,DC,Smash,1,during_activation,None,prompt,TRUE,1 adjacent hostile figure,None,once per activation,FALSE,"Choose 1 adjacent hostile figure and roll 1 red die; that figure suffers Damage equal to the Damage results, then if SMALL you may push it 1 space to a space adjacent to you",damage;push,None
Cara Dune,DC,Hunker Down,1,attack:modifiers,defender,automatic,TRUE,None,"share a corner or edge with blocking, impassable, or difficult terrain",None,FALSE,Apply +1 Evade to your defense results,None,None
